	genename	num_cds_snp	num_genic_snp	num_nonsyn_snp
7635	CA04g00350	4	4	1
7636	CA03g15630	0	1	0
7637	CA10g03400	1	1	1
7638	CA03g03140	4	10	1
7639	CA06g25360	0	3	0
7640	CA01g03670	1	1	0
7641	CA12g16320	8	10	6
7642	CA03g22600	5	5	4
7643	CA01g02100	1	1	0
7644	CA01g33600	1	6	0
7645	CA01g05730	6	18	3
7646	CA07g19520	0	1	0
7647	CA08g10100	3	4	3
7648	CA08g09970	4	4	3
7649	CA09g12630	2	7	1
7650	CA12g21240	1	9	1
7651	CA01g22320	1	23	1
7652	CA11g18470	3	5	3
7653	CA09g16740	2	28	2
7654	CA09g14670	22	22	17
7655	CA01g04460	2	2	1
7656	CA01g18100	4	4	3
7657	CA04g04500	13	20	6
7658	CA09g16290	2	2	1
7659	CA01g10370	3	3	2
7660	CA08g06890	3	3	2
7661	CA03g27450	5	5	3
7662	CA08g17450	2	6	1
7663	CA03g18100	1	1	1
7664	CA11g13280	2	4	1
7665	CA09g13580	4	4	3
7666	CA01g20870	0	1	0
7667	CA09g15980	8	8	6
7668	CA01g10590	1	1	0
7669	CA06g03450	5	5	5
7670	CA07g19960	0	12	0
7671	CA03g20500	1	1	1
7672	CA01g16430	0	2	0
7673	CA09g17160	0	22	0
7674	CA03g05270	1	11	1
7675	CA03g22660	0	4	0
7676	CA03g11700	3	3	3
7677	CA03g19270	1	1	1
7678	CA07g05780	1	1	1
7679	CA09g08480	14	24	11
7680	CA05g07270	3	12	0
7681	CA06g07360	2	2	1
7682	CA11g01370	1	1	1
7683	CA07g09180	0	1	0
7684	CA04g09810	0	1	0
7685	CA03g34110	1	1	1
7686	CA01g18920	3	3	2
7687	CA03g31540	0	8	0
7688	CA07g16560	0	10	0
7689	CA02g20130	0	2	0
7690	CA03g24360	1	1	0
7691	CA03g35390	6	15	2
7692	CA04g23430	0	2	0
7693	CA01g32210	1	1	0
7694	CA10g18260	0	2	0
7695	CA02g25500	0	1	0
7696	CA06g04100	3	11	2
7697	CA06g03330	0	1	0
7698	CA09g01480	1	15	0
7699	CA12g21180	4	4	2
7700	CA11g14710	8	8	5
7701	CA12g01740	2	2	2
7702	CA03g18840	10	10	9
7703	CA12g07740	3	7	3
7704	CA04g20160	0	1	0
7705	CA06g00730	1	1	0
7706	CA08g12860	0	8	0
7707	CA03g27840	5	6	4
7708	CA07g12710	2	2	1
7709	CA09g11310	4	6	4
7710	CA08g00830	0	1	0
7711	CA05g04290	1	1	1
7712	CA06g22240	11	12	6
7713	CA02g27810	3	3	2
7714	CA10g04690	2	2	1
7715	CA05g04740	11	11	9
7716	CA10g14460	2	19	1
7717	CA02g09060	2	6	1
7718	CA12g03240	4	4	2
7719	CA04g01250	0	2	0
7720	CA03g36660	0	21	0
7721	CA04g18360	0	47	0
7722	CA06g23190	4	11	1
7723	CA02g11440	2	2	0
7724	CA02g10310	0	2	0
7725	CA09g09000	1	16	0
7726	CA07g15050	1	2	1
7727	CA04g16350	1	3	1
7728	CA11g10760	0	18	0
7729	CA05g03210	1	7	1
7730	CA07g19460	4	7	1
7731	CA09g03160	1	1	0
7732	CA05g11530	0	3	0
7733	CA10g15730	2	2	1
7734	CA06g20080	5	5	2
7735	CA06g06190	2	21	2
7736	CA10g06690	0	1	0
7737	CA07g09860	1	1	1
7738	CA03g06350	1	1	1
7739	CA09g07370	1	14	0
7740	CA02g28040	1	1	0
7741	CA12g06900	1	1	1
7742	CA03g31970	4	41	1
7743	CA01g03470	4	4	3
7744	CA08g13650	2	3	2
7745	CA03g34250	3	12	1
7746	CA12g04500	2	10	2
7747	CA06g15010	1	1	1
7748	CA03g08300	1	11	1
7749	CA01g01830	3	3	0
7750	CA12g14280	1	4	0
7751	CA09g03980	6	6	5
7752	CA01g34300	8	12	5
7753	CA02g22940	1	1	1
7754	CA09g11500	4	19	1
7755	CA12g17620	0	2	0
7756	CA07g00500	0	2	0
7757	CA03g16990	1	1	0
7758	CA01g29610	0	7	0
7759	CA10g05640	8	19	5
7760	CA10g12170	1	2	0
7761	CA03g21640	1	1	0
7762	CA10g04990	1	1	0
7763	CA08g15710	4	37	2
7764	CA03g31020	1	1	1
7765	CA12g19730	9	22	6
7766	CA02g01650	2	16	2
7767	CA05g20300	0	1	0
7768	CA10g16410	3	11	1
7769	CA10g01810	2	19	2
7770	CA05g17480	12	15	10
7771	CA09g00980	0	1	0
7772	CA05g13390	2	5	0
7773	CA12g08500	4	4	2
7774	CA10g11660	2	2	2
7775	CA05g13020	1	6	1
7776	CA02g29600	1	8	0
7777	CA07g12050	1	1	0
7778	CA10g19080	0	4	0
7779	CA06g17010	1	1	1
7780	CA08g14440	0	3	0
7781	CA07g15880	16	16	9
7782	CA08g08160	1	1	0
7783	CA03g31690	3	3	2
7784	CA12g20150	0	2	0
7785	CA07g16050	4	4	3
7786	CA04g17600	15	78	6
7787	CA06g12350	1	13	1
7788	CA10g13070	6	20	4
7789	CA02g00260	1	2	1
7790	CA04g13730	1	3	1
7791	CA03g20420	13	13	11
7792	CA02g02530	1	1	1
7793	CA08g09690	1	6	1
7794	CA10g11280	2	2	1
7795	CA07g05810	1	1	1
7796	CA02g11160	3	15	0
7797	CA09g16960	2	2	1
7798	CA10g20120	0	2	0
7799	CA08g01190	2	5	2
7800	CA02g30070	0	1	0
7801	CA04g07780	2	2	2
7802	CA01g20220	0	1	0
7803	CA04g04320	7	8	4
7804	CA03g07560	2	2	2
7805	CA09g00160	1	2	1
7806	CA04g18600	7	7	4
7807	CA04g00830	38	195	24
7808	CA04g07430	1	1	1
7809	CA03g14750	3	3	3
7810	CA04g12950	3	3	2
7811	CA02g17640	0	1	0
7812	CA06g11070	0	13	0
7813	CA04g00780	12	13	10
7814	CA05g06030	2	5	2
7815	CA06g28330	4	4	1
7816	CA02g24920	1	12	1
7817	CA01g27620	1	1	0
7818	CA01g19890	0	1	0
7819	CA09g17700	8	12	4
7820	CA07g20130	3	3	3
7821	CA09g15390	2	2	2
7822	CA12g16940	0	1	0
7823	CA08g11460	5	5	2
7824	CA03g15400	5	5	5
7825	CA12g07500	2	3	1
7826	CA04g09690	0	1	0
7827	CA01g05670	2	2	1
7828	CA04g05140	9	14	6
7829	CA03g23300	19	115	12
7830	CA03g02000	1	18	0
7831	CA01g08790	0	2	0
7832	CA01g33010	1	1	0
7833	CA05g06280	1	1	1
7834	CA01g22480	0	4	0
7835	CA08g19400	3	13	3
7836	CA05g15080	1	50	0
7837	CA07g01900	1	1	0
7838	CA05g04500	4	4	4
7839	CA08g10730	1	1	0
7840	CA05g00470	4	43	3
7841	CA06g02200	7	7	6
7842	CA05g01910	0	1	0
7843	CA05g08660	0	3	0
7844	CA09g14420	8	24	5
7845	CA11g18460	2	2	1
7846	CA01g15390	0	1	0
7847	CA01g11670	1	1	1
7848	CA09g08980	5	5	1
7849	CA05g08080	1	1	1
7850	CA03g18310	1	2	1
7851	CA06g03550	1	1	1
7852	CA07g10590	1	1	1
7853	CA11g04670	8	8	4
7854	CA11g00700	1	7	0
7855	CA08g17170	8	16	7
7856	CA11g13740	15	15	13
7857	CA01g15970	2	6	0
7858	CA03g13930	2	30	1
7859	CA01g19040	4	4	3
7860	CA04g09990	6	6	6
7861	CA06g00110	1	18	0
7862	CA02g27520	1	1	0
7863	CA12g04070	1	7	1
7864	CA11g02190	9	30	3
7865	CA02g13310	2	2	2
7866	CA05g02010	4	6	3
7867	CA09g02240	1	1	0
7868	CA07g03430	1	1	1
7869	CA05g04880	2	3	0
7870	CA05g10040	1	1	1
7871	CA08g15150	0	6	0
7872	CA10g02860	1	1	0
7873	CA04g22950	1	1	1
7874	CA02g30330	1	1	0
7875	CA09g08530	2	4	1
7876	CA08g11810	8	9	3
7877	CA06g07660	3	3	2
7878	CA11g10590	1	1	1
7879	CA06g04310	2	2	2
7880	CA02g12040	1	1	1
7881	CA03g35050	3	3	1
7882	CA01g01360	2	2	1
7883	CA12g09840	1	1	1
7884	CA07g16330	0	1	0
7885	CA02g08350	2	2	1
7886	CA03g24110	5	5	3
7887	CA04g16530	0	14	0
7888	CA09g00780	7	18	5
7889	CA02g12590	8	31	7
7890	CA12g05840	8	9	7
7891	CA02g22540	4	5	2
7892	CA01g33970	0	2	0
7893	CA05g03820	0	2	0
7894	CA02g23630	0	5	0
7895	CA05g18730	1	12	0
7896	CA04g21600	0	4	0
7897	CA10g07990	1	1	1
7898	CA05g05370	1	1	1
7899	CA10g05840	3	3	2
7900	CA06g06220	2	2	1
7901	CA03g01000	6	6	5
7902	CA02g08270	0	13	0
7903	CA03g00750	0	1	0
7904	CA03g04230	0	1	0
7905	CA03g36580	3	13	1
7906	CA03g08560	6	6	3
7907	CA02g11760	1	1	1
7908	CA12g06000	1	21	0
7909	CA07g14200	1	1	1
7910	CA03g08690	0	1	0
7911	CA09g05480	0	6	0
7912	CA09g05070	0	3	0
7913	CA05g12550	0	3	0
7914	CA12g12380	1	1	1
7915	CA02g08890	0	1	0
7916	CA10g04710	0	6	0
7917	CA10g14340	3	3	2
7918	CA05g16070	3	3	1
7919	CA09g08360	2	10	2
7920	CA12g12650	1	1	1
7921	CA11g19850	7	8	5
7922	CA06g22780	0	2	0
7923	CA05g10890	1	2	0
7924	CA08g15900	3	3	2
7925	CA01g07010	1	1	1
7926	CA12g08360	3	8	2
7927	CA10g16180	4	7	3
7928	CA09g00410	1	1	0
7929	CA04g18190	1	5	1
7930	CA10g03290	4	40	3
7931	CA03g09770	8	9	7
7932	CA04g16090	4	21	2
7933	CA09g03820	11	26	10
7934	CA01g31040	2	3	2
7935	CA03g06490	1	1	0
7936	CA07g00080	14	16	9
7937	CA06g23430	5	8	4
7938	CA05g19570	3	3	2
7939	CA04g22560	0	2	0
7940	CA05g16380	1	1	1
7941	CA10g12030	4	4	2
7942	CA08g08290	0	3	0
7943	CA08g16340	0	23	0
7944	CA10g03870	3	3	2
7945	CA03g06140	8	30	4
7946	CA09g02640	2	3	1
7947	CA11g19320	8	8	4
7948	CA03g02640	0	4	0
7949	CA01g14080	6	6	5
7950	CA01g05300	1	1	0
7951	CA04g11950	0	2	0
7952	CA08g06990	1	1	1
7953	CA02g13050	2	4	2
7954	CA12g18650	1	2	1
7955	CA06g15600	6	44	4
7956	CA04g15010	3	12	1
7957	CA03g35930	3	3	2
7958	CA02g12900	0	1	0
7959	CA09g05890	3	3	2
7960	CA01g00930	1	1	1
7961	CA11g09140	0	2	0
7962	CA06g27420	1	1	1
7963	CA08g04730	2	2	1
7964	CA06g09090	0	7	0
7965	CA11g06590	0	1	0
7966	CA11g03620	0	7	0
7967	CA10g18070	1	19	1
7968	CA05g09840	0	17	0
7969	CA08g18770	0	2	0
7970	CA02g13180	6	42	4
7971	CA11g20060	1	1	0
7972	CA10g22420	0	1	0
7973	CA10g13630	1	1	1
7974	CA04g04950	5	5	4
7975	CA06g13760	1	1	0
7976	CA01g29600	3	3	3
7977	CA03g17030	1	1	1
7978	CA09g10890	6	6	2
7979	CA06g14260	1	9	0
7980	CA10g19120	1	17	0
7981	CA03g26170	9	11	9
7982	CA03g31600	1	1	0
7983	CA11g05750	4	20	0
7984	CA01g23970	0	11	0
7985	CA06g17510	3	4	1
7986	CA08g08730	6	6	6
7987	CA09g11120	6	40	5
7988	CA02g31260	0	1	0
7989	CA11g15500	4	8	1
7990	CA03g20580	2	29	1
7991	CA01g05880	2	2	2
7992	CA10g16220	3	3	2
7993	CA06g12140	2	5	2
7994	CA12g01200	11	11	7
7995	CA01g12030	0	1	0
7996	CA06g03140	5	14	0
7997	CA01g22730	0	1	0
7998	CA03g29250	0	2	0
7999	CA06g11500	4	9	3
8000	CA07g21180	1	1	1
8001	CA05g00780	3	4	2
8002	CA04g08840	1	2	1
8003	CA04g00660	4	6	2
8004	CA09g18380	0	14	0
8005	CA06g09930	2	2	2
8006	CA10g22200	1	2	0
8007	CA01g06510	1	1	0
8008	CA02g24880	2	3	2
8009	CA05g06200	1	1	1
8010	CA03g24460	0	9	0
8011	CA03g28120	0	1	0
8012	CA09g03310	3	3	2
8013	CA01g32570	4	4	3
8014	CA05g01660	6	7	5
8015	CA11g11990	2	2	1
8016	CA04g09710	1	1	1
8017	CA12g05610	0	1	0
8018	CA05g09470	1	1	0
8019	CA01g23120	1	1	1
8020	CA09g15580	1	3	0
8021	CA05g08780	0	25	0
8022	CA10g07600	1	1	1
8023	CA01g21410	3	3	3
8024	CA08g11690	0	1	0
8025	CA12g07310	6	6	5
8026	CA01g33190	4	32	4
8027	CA05g09780	1	1	1
8028	CA09g15630	4	4	1
8029	CA09g02000	2	6	0
8030	CA11g16070	2	6	0
8031	CA06g06300	0	1	0
8032	CA04g02530	4	5	2
8033	CA01g33220	1	1	0
8034	CA01g17870	0	2	0
8035	CA03g26430	0	2	0
8036	CA01g30550	0	28	0
8037	CA07g13940	1	5	1
8038	CA05g15290	9	11	5
8039	CA10g06550	0	1	0
8040	CA04g11000	0	7	0
8041	CA03g19740	9	9	8
8042	CA01g34640	2	8	1
8043	CA05g00200	8	31	4
8044	CA01g18690	4	29	1
8045	CA05g08430	0	1	0
8046	CA05g07960	7	7	5
8047	CA02g06160	1	1	0
8048	CA11g12310	3	5	2
8049	CA09g14210	3	20	2
8050	CA01g18520	2	2	1
8051	CA12g03540	1	11	1
8052	CA11g00950	1	12	1
8053	CA01g03820	5	5	2
8054	CA01g16050	2	8	1
8055	CA01g31680	0	8	0
8056	CA11g17840	2	2	0
8057	CA11g07240	4	5	1
8058	CA04g03370	0	4	0
8059	CA08g17030	1	1	0
8060	CA04g22360	3	3	2
8061	CA05g19770	1	1	1
8062	CA09g09780	1	1	1
8063	CA02g07690	1	22	1
8064	CA06g00090	14	17	9
8065	CA11g00110	2	2	2
8066	CA07g00390	2	16	0
8067	CA07g04670	2	2	2
8068	CA04g23100	0	8	0
8069	CA08g16630	7	9	5
8070	CA12g04130	3	9	1
8071	CA05g13290	4	12	2
8072	CA02g07340	1	1	1
8073	CA06g04430	3	8	1
8074	CA04g15250	0	1	0
8075	CA11g14000	0	1	0
8076	CA03g34530	1	8	1
8077	CA03g08880	0	1	0
8078	CA02g29340	6	51	1
8079	CA03g25470	2	2	1
8080	CA11g01240	3	3	3
8081	CA04g17090	0	1	0
8082	CA07g02530	1	5	0
8083	CA06g20950	0	1	0
8084	CA02g24690	0	1	0
8085	CA08g10950	1	1	1
8086	CA09g04920	1	1	0
8087	CA02g29630	0	2	0
8088	CA02g12650	9	12	7
8089	CA07g16100	1	1	1
8090	CA10g20370	6	6	3
8091	CA10g00460	0	11	0
8092	CA09g04690	15	26	13
8093	CA04g13340	1	1	1
8094	CA11g17060	2	2	2
8095	CA07g17470	0	4	0
8096	CA07g12480	0	1	0
8097	CA02g01340	2	13	2
8098	CA05g17990	0	1	0
8099	CA08g14090	4	4	3
8100	CA03g36170	2	10	2
8101	CA07g13570	3	8	1
8102	CA03g22460	3	3	2
8103	CA08g00720	0	1	0
8104	CA01g21420	2	2	2
8105	CA08g01090	5	17	3
8106	CA03g04370	1	1	1
8107	CA02g23400	2	10	0
8108	CA01g00660	0	2	0
8109	CA10g10870	2	7	2
8110	CA01g12230	1	1	0
8111	CA12g20570	10	87	4
8112	CA02g02100	1	1	1
8113	CA03g36790	1	5	1
8114	CA10g17190	3	9	2
8115	CA12g04900	0	36	0
8116	CA02g03850	2	19	2
8117	CA03g30790	2	12	1
8118	CA06g15390	5	5	2
8119	CA03g00270	1	1	0
8120	CA02g14720	2	13	2
8121	CA12g06210	2	2	2
8122	CA01g03360	0	2	0
8123	CA03g30240	1	1	1
8124	CA08g07020	1	1	1
8125	CA05g16220	0	2	0
8126	CA12g14990	12	12	10
8127	CA01g13180	5	5	4
8128	CA09g10590	6	14	5
8129	CA03g15140	1	1	1
8130	CA04g00460	1	5	1
8131	CA11g13340	5	25	1
8132	CA03g06840	5	5	2
8133	CA10g02280	5	29	0
8134	CA09g06990	1	17	1
8135	CA10g03480	3	4	3
8136	CA09g18410	0	9	0
8137	CA09g04170	1	1	1
8138	CA02g16760	0	1	0
8139	CA01g05400	2	2	2
8140	CA06g18140	1	3	1
8141	CA01g04750	1	2	0
8142	CA10g02750	2	2	2
8143	CA03g17780	1	1	1
8144	CA01g01980	1	1	0
8145	CA05g17170	1	1	1
8146	CA06g26630	2	17	0
8147	CA03g06260	1	21	0
8148	CA08g19300	2	2	1
8149	CA12g22060	25	52	16
8150	CA11g14670	2	5	2
8151	CA12g18190	0	1	0
8152	CA12g15110	3	53	2
8153	CA01g21160	7	11	7
8154	CA11g13200	3	6	1
8155	CA09g17470	1	1	0
8156	CA07g20640	0	2	0
8157	CA01g25880	1	1	0
8158	CA12g18440	0	2	0
8159	CA12g10690	0	1	0
8160	CA10g22090	5	5	4
8161	CA01g10510	0	1	0
8162	CA06g13130	5	16	3
8163	CA10g21540	1	9	1
8164	CA03g22550	3	3	3
8165	CA02g04440	0	8	0
8166	CA01g19630	3	45	1
8167	CA06g12840	1	4	0
8168	CA03g19580	22	44	9
8169	CA04g09900	5	5	2
8170	CA05g08230	1	1	1
8171	CA07g01080	0	1	0
8172	CA02g11730	4	5	3
8173	CA11g12150	1	1	1
8174	CA03g05180	5	16	2
8175	CA12g15800	0	7	0
8176	CA08g07850	1	1	1
8177	CA11g05370	0	1	0
8178	CA10g20630	30	37	20
8179	CA06g11400	3	3	2
8180	CA03g10250	1	1	1
8181	CA01g12910	5	5	4
8182	CA07g18180	2	14	1
8183	CA09g04300	3	24	1
8184	CA07g13770	1	9	0
8185	CA02g20200	3	93	0
8186	CA02g31180	1	4	1
8187	CA07g18450	5	9	2
8188	CA11g15310	1	1	1
8189	CA09g15010	1	1	1
8190	CA06g04630	5	20	1
8191	CA09g13880	3	3	0
8192	CA01g28340	7	7	7
8193	CA06g08980	0	1	0
8194	CA10g12890	1	14	0
8195	CA03g25670	0	5	0
8196	CA04g20690	0	1	0
8197	CA03g23630	1	1	0
8198	CA02g24450	1	1	1
8199	CA08g12080	20	42	15
8200	CA02g25320	1	2	1
8201	CA07g02040	0	1	0
8202	CA05g18960	1	2	1
8203	CA04g21870	0	1	0
8204	CA01g18300	0	18	0
8205	CA12g08140	1	1	0
8206	CA12g19790	1	3	1
8207	CA09g14820	2	4	2
8208	CA06g11180	6	6	4
8209	CA10g00660	3	3	1
8210	CA05g09620	1	1	0
8211	CA10g04560	1	9	1
8212	CA01g26770	0	1	0
8213	CA03g33320	3	12	2
8214	CA09g12370	4	4	3
8215	CA06g02910	4	12	1
8216	CA11g13940	2	27	1
8217	CA05g14190	2	2	2
8218	CA01g32430	0	3	0
8219	CA09g03080	1	2	1
8220	CA05g15820	0	3	0
8221	CA02g23240	3	15	1
8222	CA05g14440	1	1	1
8223	CA08g11550	2	2	1
8224	CA09g11240	3	3	2
8225	CA12g07290	6	6	5
8226	CA07g17660	1	1	0
8227	CA01g29130	0	5	0
8228	CA05g04210	3	24	3
8229	CA05g08570	1	1	1
8230	CA01g21200	8	10	4
8231	CA07g03830	4	10	1
8232	CA05g01360	11	25	5
8233	CA12g06450	3	12	1
8234	CA05g15310	6	6	6
8235	CA07g04980	1	1	1
8236	CA12g06980	3	4	2
8237	CA09g09080	0	1	0
8238	CA05g00010	7	28	2
8239	CA01g31270	0	1	0
8240	CA11g04160	3	3	3
8241	CA05g16750	0	1	0
8242	CA01g34380	2	5	2
8243	CA02g06730	1	1	1
8244	CA07g02870	2	14	0
8245	CA10g03640	3	3	2
8246	CA07g00580	0	7	0
8247	CA10g02510	7	11	6
8248	CA10g14950	1	1	1
8249	CA06g19180	0	1	0
8250	CA04g08440	0	1	0
8251	CA10g10680	6	6	5
8252	CA07g10600	8	14	6
8253	CA01g31490	1	2	1
8254	CA11g04780	2	15	1
8255	CA04g16930	0	2	0
8256	CA11g00090	1	1	1
8257	CA05g17400	7	11	3
8258	CA07g16600	4	8	3
8259	CA09g00900	1	1	0
8260	CA09g11450	1	1	1
8261	CA05g13310	3	3	2
8262	CA08g15460	2	5	1
8263	CA02g12280	0	3	0
8264	CA05g14830	1	12	0
8265	CA07g03050	4	4	3
8266	CA08g16840	0	1	0
8267	CA09g05990	1	5	1
8268	CA10g04910	1	1	0
8269	CA04g20860	1	1	1
8270	CA11g16900	1	22	0
8271	CA08g12160	6	71	1
8272	CA12g16110	1	3	1
8273	CA04g14790	1	1	0
8274	CA02g04600	1	4	1
8275	CA10g01270	4	28	1
8276	CA02g15880	1	17	0
8277	CA11g14210	3	3	2
8278	CA10g11590	0	1	0
8279	CA06g22040	2	3	1
8280	CA08g04340	0	20	0
8281	CA04g15770	2	38	1
8282	CA01g34810	5	13	4
8283	CA02g29680	1	1	0
8284	CA11g07740	1	1	1
8285	CA02g08380	1	8	0
8286	CA08g01440	5	5	4
8287	CA09g04710	5	15	4
8288	CA02g21730	0	2	0
8289	CA03g00840	2	2	0
8290	CA12g05970	10	10	6
8291	CA12g20000	1	1	1
8292	CA10g13380	0	7	0
8293	CA01g07700	1	1	0
8294	CA02g28790	0	1	0
8295	CA10g14180	4	4	3
8296	CA12g13890	0	4	0
8297	CA09g01290	1	8	1
8298	CA01g03280	17	31	13
8299	CA05g06740	1	1	1
8300	CA08g06230	2	3	2
8301	CA08g02930	1	2	1
8302	CA07g15390	2	2	2
8303	CA02g10610	0	2	0
8304	CA06g27820	3	23	1
8305	CA04g11680	0	1	0
8306	CA12g18220	5	20	4
8307	CA09g01870	15	15	4
8308	CA10g15270	3	3	2
8309	CA04g12480	1	1	1
8310	CA09g05140	4	4	2
8311	CA10g03360	1	1	1
8312	CA03g16370	3	199	0
8313	CA01g12790	2	5	0
8314	CA09g07430	4	49	3
8315	CA02g18020	0	1	0
8316	CA09g10500	4	17	2
8317	CA01g33720	4	10	2
8318	CA07g07230	2	2	0
8319	CA12g21690	11	11	8
8320	CA07g19640	0	1	0
8321	CA10g12720	1	1	1
8322	CA08g08980	1	1	0
8323	CA10g18540	0	1	0
8324	CA03g17420	6	44	1
8325	CA03g03680	1	3	1
8326	CA12g22750	3	22	1
8327	CA03g15480	0	1	0
8328	CA04g00160	7	7	7
8329	CA03g12130	1	1	0
8330	CA06g02280	3	35	2
8331	CA06g09250	11	11	8
8332	CA03g03970	10	10	9
8333	CA01g10230	2	6	0
8334	CA04g04420	4	7	4
8335	CA06g10650	7	34	4
8336	CA02g26300	1	3	1
8337	CA03g27710	0	1	0
8338	CA06g08700	0	6	0
8339	CA01g20930	1	1	0
8340	CA12g18760	0	1	0
8341	CA05g09350	0	1	0
8342	CA05g03050	1	1	1
8343	CA05g08000	2	2	2
8344	CA01g15460	4	5	1
8345	CA11g13430	4	20	3
8346	CA09g08790	9	83	3
8347	CA01g19770	0	1	0
8348	CA03g22290	2	5	1
8349	CA09g17200	0	2	0
8350	CA01g11540	2	2	2
8351	CA03g01850	1	1	1
8352	CA03g05530	0	1	0
8353	CA01g24940	1	1	0
8354	CA01g12890	3	3	2
8355	CA12g03910	4	8	4
8356	CA03g22740	1	1	1
8357	CA07g01320	0	14	0
8358	CA06g10820	1	1	1
8359	CA06g12650	4	4	3
8360	CA11g16620	1	1	1
8361	CA03g19040	1	1	0
8362	CA11g15870	6	7	2
8363	CA03g10190	0	2	0
8364	CA10g17180	2	2	1
8365	CA07g05510	1	1	0
8366	CA07g00740	0	1	0
8367	CA05g02090	8	8	4
8368	CA06g03590	1	1	1
8369	CA11g01430	3	3	1
8370	CA05g04800	3	4	2
8371	CA11g12470	3	7	1
8372	CA06g16230	2	7	0
8373	CA06g02700	7	7	5
8374	CA03g31220	4	7	0
8375	CA03g35760	1	1	0
8376	CA01g13850	1	1	0
8377	CA07g16440	1	1	1
8378	CA01g18800	3	8	3
8379	CA11g15290	1	2	1
8380	CA06g12920	1	1	1
8381	CA12g05420	0	1	0
8382	CA07g03210	0	1	0
8383	CA05g01540	0	5	0
8384	CA03g24190	4	4	3
8385	CA03g28630	1	33	1
8386	CA07g07910	0	5	0
8387	CA01g33770	1	1	0
8388	CA06g03070	2	8	1
8389	CA08g14200	1	1	0
8390	CA02g21670	0	1	0
8391	CA11g14450	4	34	3
8392	CA01g31820	0	2	0
8393	CA04g09000	0	5	0
8394	CA06g04390	0	3	0
8395	CA12g00390	1	10	0
8396	CA08g11180	1	16	1
8397	CA06g05040	4	7	3
8398	CA12g07620	1	4	1
8399	CA04g20080	1	2	0
8400	CA06g00670	2	2	2
8401	CA06g24930	5	5	3
8402	CA10g04240	1	1	0
8403	CA04g20330	2	38	1
8404	CA05g04390	1	1	0
8405	CA11g05840	2	2	0
8406	CA06g16500	0	1	0
8407	CA03g33480	0	1	0
8408	CA10g07910	1	1	1
8409	CA05g04020	2	2	2
8410	CA01g07540	5	9	4
8411	CA08g10270	7	16	5
8412	CA09g03760	2	2	2
8413	CA02g21160	0	1	0
8414	CA05g14760	0	1	0
8415	CA03g36500	5	9	3
8416	CA02g09140	1	4	1
8417	CA11g12800	1	1	1
8418	CA08g15980	2	2	2
8419	CA01g30060	2	2	2
8420	CA07g13250	1	1	1
8421	CA05g13680	2	4	2
8422	CA11g04080	4	6	2
8423	CA04g16010	1	5	0
8424	CA05g03550	2	13	0
8425	CA05g11270	1	1	1
8426	CA04g22650	1	8	1
8427	CA10g09000	1	1	1
8428	CA10g15070	4	4	3
8429	CA05g19060	0	8	0
8430	CA11g02860	2	2	1
8431	CA11g17390	0	1	0
8432	CA10g03560	3	3	1
8433	CA03g06410	1	1	0
8434	CA12g21550	5	8	3
8435	CA02g09850	1	1	0
8436	CA07g13870	0	1	0
8437	CA02g10050	1	1	1
8438	CA12g02700	0	2	0
8439	CA05g19680	2	2	0
8440	CA03g08020	2	2	1
8441	CA01g30930	2	2	2
8442	CA10g06130	2	2	2
8443	CA01g34220	4	4	3
8444	CA05g17300	0	14	0
8445	CA02g16060	0	2	0
8446	CA07g00330	2	2	2
8447	CA07g08470	4	4	1
8448	CA08g09830	0	11	0
8449	CA10g14850	0	1	0
8450	CA07g00260	1	32	1
8451	CA04g15090	1	3	0
8452	CA08g02770	0	1	0
8453	CA02g12980	0	10	0
8454	CA06g19020	1	2	1
8455	CA11g17970	0	1	0
8456	CA08g15610	0	1	0
8457	CA08g12640	0	1	0
8458	CA02g29180	0	1	0
8459	CA05g20020	1	1	1
8460	CA01g20940	1	16	0
8461	CA04g15630	1	1	0
8462	CA06g18640	0	1	0
8463	CA02g12360	3	3	2
8464	CA01g01000	3	3	2
8465	CA12g19160	0	7	0
8466	CA02g28850	3	3	3
8467	CA02g23800	1	8	0
8468	CA07g12390	0	2	0
8469	CA08g08040	1	1	0
8470	CA10g15810	1	5	0
8471	CA10g17080	2	2	0
8472	CA08g00210	2	2	1
8473	CA08g13000	0	19	0
8474	CA07g12640	17	17	10
8475	CA04g19980	1	8	1
8476	CA02g04830	6	6	3
8477	CA01g24980	0	1	0
8478	CA02g00100	10	10	9
8479	CA10g20860	1	1	1
8480	CA10g00950	6	9	5
8481	CA02g08730	2	2	1
8482	CA06g10920	1	52	0
8483	CA03g36260	1	2	1
8484	CA07g14490	4	4	2
8485	CA01g05800	1	3	1
8486	CA09g07970	2	2	2
8487	CA02g14030	4	4	3
8488	CA07g13110	2	3	1
8489	CA01g25560	0	1	0
8490	CA10g10940	2	6	1
8491	CA02g16890	4	5	4
8492	CA10g20240	2	16	0
8493	CA08g06680	0	3	0
8494	CA12g13910	2	19	2
8495	CA03g14380	0	2	0
8496	CA04g04240	0	1	0
8497	CA04g18760	8	8	4
8498	CA03g07400	8	29	5
8499	CA09g06620	1	9	0
8500	CA01g03070	1	15	0
8501	CA09g18300	3	10	2
8502	CA04g14900	1	10	1
8503	CA02g17070	4	9	2
8504	CA01g32640	1	2	1
8505	CA03g06750	1	2	1
8506	CA07g18720	5	5	3
8507	CA04g05590	0	1	0
